state,bill_number,title,description,dem_sponsors,rep_sponsors,session_start,session_end,last_action_date,last_action,completed
WA,HB1826,Establishing a right to repair for mobility equipment for persons with physical disabilities.,Establishing a right to repair for mobility equipment for persons with physical disabilities.,13,0,2025,2026,2025-02-21,Referred to Rules 2 Review.,0
WA,SB5680,Establishing a right to repair for mobility equipment for persons with physical disabilities.,Establishing a right to repair for mobility equipment for persons with physical disabilities.,6,1,2025,2026,2025-05-19,Effective date 7/27/2025.,1
WI,AB257,"Advanced practice registered nurses, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)","An Act to repeal 50.01 (1b), 77.54 (14) (f) 3., 118.2925 (1) (b), 118.294 (1) (a), 146.89 (1) (r) 8., 252.01 (1c), 440.03 (13) (b) 3., 440.03 (13) (b) 42., 440.08 (2) (a) 4m., 440.08 (2) (a) 50., 441.11 (title), 441.11 (1), 441.11 (3), 441.15, 441.16, 441.19, 448.035 (1) (a), 450.01 (1m) and 655.001 (9); to renumber 655.001 (1); to renumber and amend 146.89 (1) (r) 3., 253.13 (1), 255.06 (1) (d), 441.06 (7) and 441.11 (2); to amend 29.193 (1m) (a) 2. (intro.), 29.193 (2) (b) 2., 29.193 (2) (c) 3., 29.193 (2) (cd) 2. b., 29.193 (2) (cd) 2. c., 29.193 (2) (e), 29.193 (3) (a), 45.40 (1g) (a), 46.03 (44), 50.08 (2), 50.09 (1) (a) (intro.), 50.09 (1) (f) 1., 50.09 (1) (h), 50.09 (1) (k), 50.49 (1) (b) (intro.), 51.41 (1d) (b) 4., 70.47 (8) (intro.), 77.54 (14) (f) 4., 97.59, 106.30 (1), 118.15 (3) (a), 118.25 (1) (a), 118.29 (1) (e), 118.2915 (2) (a), 118.2915 (3) (a), 118.2915 (4) (c), 118.2915 (6) (a) (intro.), 118.2915 (6) (a) 2., 118.2915 (6) (a) 3., 118.2925 (3), 118.2925 (4) (c), 118.2925 (5), 118.294 (1) (am), 118.294 (2), 118.294 (4) (a), 146.615 (1) (a), 146.82 (3) (a), 146.89 (1) (r) 1., 146.89 (6), 154.01 (1g), 252.07 (8) (a) 2., 252.07 (9) (c), 252.10 (7), 252.11 (2), 252.11 (4), 252.11 (5), 252.11 (7), 252.11 (10), 252.15 (3m) (d) 11. b. and 13., (5g) (c), (5m) (d) 2. and (e) 2. and 3. and (7m) (intro.) and (b), 252.16 (3) (c) (intro.), 252.17 (3) (c) (intro.), 253.07 (4) (d), 253.115 (4), 253.115 (7) (a) (intro.), 253.15 (2), 255.06 (2) (d), 255.07 (1) (d), 257.01 (5) (a), 257.01 (5) (b), 341.14 (1a), 341.14 (1e) (a), 341.14 (1m), 341.14 (1q), 343.16 (5) (a), 343.51 (1), 343.62 (4) (a) 4., 440.077 (1) (a), 440.077 (2) (c), 440.094 (1) (c) 1., 440.094 (2) (a) (intro.), 440.981 (1), 440.982 (1), 440.987 (2), 441.01 (3), 441.01 (4), 441.01 (7) (a) (intro.), 441.01 (7) (b), 441.06 (3), 441.06 (4), 441.07 (1g) (intro.), (a), (c) and (e), 441.07 (2), 441.10 (7), 441.18 (2) (a) (intro.), 441.18 (2) (b), 441.18 (3), 448.03 (2) (a), 448.035 (2) to (4), 448.56 (1) and (1m) (b), 448.62 (2m), 448.67 (2), 448.956 (1m), 450.01 (16) (h) 2., 450.01 (16) (hr) 2., 450.03 (1) (e), 450.11 (1g) (b), 450.11 (1i) (a) 1., 450.11 (1i) (b) 2. b., 450.11 (7) (b), 450.11 (8) (e), 450.13 (5) (b), 450.135 (7) (b), 462.04, 655.001 (7t), 655.002 (1) (a), 655.002 (1) (b), 655.002 (1) (c), 655.002 (1) (d), 655.002 (1) (e), 655.002 (1) (em), 655.002 (2) (a), 655.002 (2) (b), 655.003 (1), 655.003 (3), 655.005 (2) (a), 655.005 (2) (b), 655.23 (5m), 655.27 (3) (a) 4., 655.27 (3) (b) 2m., 655.275 (2), 655.275 (5) (b) 2., 895.478 (3m), 961.01 (19) (a) and 961.395; to repeal and recreate 118.2915 (1) (a), 155.01 (1g) (b), 251.01 (1c) and 441.06 (title); to create 253.115 (1) (f), 253.13 (1) (a), 253.15 (1) (em), 255.06 (1) (f) 2., 440.03 (13) (b) 39m., 440.08 (2) (a) 47r., 441.001 (1c), 441.001 (3c), 441.001 (3g), 441.001 (3n), 441.001 (3r), 441.001 (3w), 441.001 (5), 441.01 (7) (c), 441.065, 441.07 (1r), 441.09, 441.092 and 655.001 (1g) of the statutes; Relating to: advanced practice registered nurses, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)",19,16,2025,2026,2025-08-11,Published 8-9-2025,1
WI,AB50,"State finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)","An Act; Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)",0,0,2025,2026,2025-07-02,Laid on the table,0
WI,AB129,Providing safe drinking water in public and private schools. (FE),An Act to create 20.255 (2) (ef) and 118.073 of the statutes; Relating to: providing safe drinking water in public and private schools. (FE),0,6,2025,2026,2025-03-25,Fiscal estimate received,0
WI,SB148,"The right to repair agricultural equipment, and providing a penalty. (FE)","An Act to create 100.204 of the statutes; Relating to: the right to repair agricultural equipment, and providing a penalty. (FE)",30,1,2025,2026,2025-04-21,Fiscal estimate received,0
WV,HB2357,Right to Repair Act,The purpose of this bill is to create the Right to Repair Act. The bill requires a manufacturer of motor vehicles sold in the state to make diagnostic and repair information available to owners independent repair facilities that the manufacturer makes available to its dealers through the manufacturer's Internet-based diagnostic and repair information system. The bill provides exceptions. The bill provides additional remedies. The bill defines terms.,0,9,2019,2019,2019-01-14,To House Technology and Infrastructure,0
WV,HB2883,Making a supplemental appropriation from the Coronavirus State Fiscal Recovery Fund,The purpose of this supplemental appropriation bill is to amend by decreasing and increasing items of appropriation in the aforesaid account for the designated spending unit for expenditure during the fiscal year 2023.,1,1,2023,2023,2023-05-01,"Chapter 10, Acts, Regular Session, 2023",1
WV,HB3432,Relating to statutory construction,"The purpose of this bill is to provide for statutory construction. The bill defines terms. Finally, the bill sets forth authority of the clerks.",0,1,2023,2023,2023-05-01,"Chapter 303, Acts, Regular Session, 2023",1
WV,HB5635,Relating to allowing patients to direct prescribers to list the illness or condition for which a prescription is being issued on the label of the prescription,To allow patients or subscribers of medications to direct pharmacists to list the illness or condition for which a prescription is being issued be listed on the label of the prescription.,1,2,2024,2024,2024-02-22,To Health and Human Resources,0
WV,HB4605,Agricultural Right to Repair Act,"The purpose of this bill is to create the Agricultural Right to Repair Act. The bill promotes farmer repair choice and competition by requiring manufacturers of agriculture equipment to make available to owners and independent repair providers, on fair and reasonable terms, the documentation, parts, and tools used to diagnose, maintain, and repair such equipment.",1,0,2024,2024,2024-01-11,To House Agriculture and Natural Resources,0
WV,HB2373,Relating to creating the Equipment Right to Repair Act,"The purpose of this bill is to create the Equipment Right to Repair Act; creating a short title; defining terms; establishing jurisdiction of the Commissioner of Agriculture; establishing requirements; establishing limitations; providing for rulemaking; establishing violations; imposing civil penalties; authorizing civil actions, penalties, and injunctive relief; and providing for applicability and effective date of article.",0,3,2025,2025,2025-02-14,To House Government Adminstration,0
WV,SB242,Equipment Right to Repair Act,The purpose of this bill is to create the Equipment Right to Repair Act.,0,2,2025,2025,2025-03-06,To Judiciary,0
WV,HB2155,To allow for local electronic repair shops to repair Apple phones,"The purpose of this bill is to create the Electronic Right to Repair Act. The bill promotes consumer choice and competition by requiring manufacturers of digital electronic equipment to make available to owners and independent repair providers, on fair and reasonable terms, the documentation, parts, and tools used to diagnose, maintain, and repair such equipment. The bill provides for a short title. The bill provides for definitions. The bill provides for requirements and limitations. Finally, the bill provides for an effective date.",0,5,2025,2025,2025-02-12,To House Judiciary,0
WV,HB2847,Agricultural Right to Repair Act,"The purpose of this bill is to create the Agricultural Right to Repair Act. The bill promotes farmer repair choice and competition by requiring manufacturers of agriculture equipment to make available to owners and independent repair providers, on fair and reasonable terms, the documentation, parts, and tools used to diagnose, maintain, and repair such equipment.",3,0,2025,2025,2025-02-24,To House Judiciary,0
WV,SB737,Creating WV Farm Equipment Repair Pilot Program,The purpose of this bill is to create the West Virginia Farm Equipment Right to Repair Pilot Program. The bill states legislative findings; provides definitions; specifies pilot program parameters; and authorizes rulemaking.,1,6,2025,2025,2025-03-25,To Finance,0
WY,HJ0012,Medicaid Federal Medical Assistance Percentage-increase.,A JOINT RESOLUTION requesting Congress to increase Wyoming's Federal Medical Assistance Percentage.,0,7,2023,2023,2023-02-06,COW:H Did not consider for COW,1
